body,rating
باورم نمیشد اینقدر بزرگ باشه، چسبوندم به جلو یکی از دفتر هام، اگه میخواین خیلی توی چشم باشه بگیرید,3
در کل خوب بود,3
کوچیکه کیفیتشم عالی نیست کمتر باید میبود قیمت,3
اندازش خوبه،چاپش خیلی بده!! و همچنین کاتش.خیلی بد بریدنش.بدک نیست.,3
کیفیتش خیلی معمولیه ولی برا گوشی و لپ‌تاپ و این داستانا جلوش قشنگه,3
گلاسه نیستش سریع خراب میشه ولی اگه گلاسه خیلی خوب بود ,3
عکس چاپی تار بود اگر خواستین کلا بگیرین فقط از پیکسل میکسل بگیرین ,3
اصلا توصیه نمیشه فقط ارزش برگشت نداشت,1
کمرنگ و با پس زمینه‌ی کدر بود، ولی طرحش زیباست,3
برا لب تابم گرفتم خوبه فقط گرونه,3
"الان زده ۱۰ تومن، من ۵ تومن خریدم،
تو ابعادش زده ۷/۵ ولی اینی ک فرستادن خیلی کوچیکتره قطرش شاید ۵ هم نشه...
گرونه بنظرم نمی ارزه...",3
خوب بود,0
برای لپ تاپ استفاده شد. قشنگه,3
جالبه,0
خوبه. مطابق تصویر و با هولوگرام. ولی هنوز استفاده نکردم.,0
خیلی بد. اصلا شبیه عکسش نبود. کیفیت بسیاربدوپایین .رنگش هم فرق داشت خیلی کمرنگ وزشت. نخرید.,1
بزرگه,3
قالب خوب دارد,0
ایراد چاپی داشت استفاده نکردم ازش,2
من این استسکر رو قبلا گرفته بودم دقیق ابعادش درست بود ولی دوباره اومدم گرفتم الان خیلی کوچیکتر از قبلی ارسال کردن واسه چی .... داخل عکس مشخص استیکری ک قبلا ارسال کرده بودن و اینی که الان ارسال کردن ابعاد ... داخل توضیحات هم زده ۹ سانت قطر هست ولی ۳ سانت هم نیست این ک اومده,1
کیفیت خوبی داره,3
"یه برچسب معمولی
سایزش بزرگتر از چیزی بود ک انتظار داشتم
ولی خوشگل بود",3
عالی بود جنسش خیلی خوبه,0
"اصلا تهیه نکنید این باتری رو. واقعا بی کیفیت هست. به من ۴۰ روز هم کار نداد. 
هزینه بیشتری بکنید و یه باتری گارانتی دار و اصلی تهیه کنید.",1
کیفیت معمولی,3
واقعا چیز به درد نخوری بود و دو ماه بعد از استفاده خراب شد .,1
من خریدم بعد ۱ماه کلا کار نکرد،نخرید که پول تون رو دور میریزید،یکم بیشتر بزارید روش اصل ش رو بخرید,1
خراب بود مرجوعش کردم ,1
من اینو پیشنهاد نمی کنم ولی اگر مجبورید بخرید. چینی هست دیگه,2
فقط دو ماه اول میتونست شارژ رو یک ساعت ونیم نگه داره اما بعد از دو سه ماه عمر باتری به ۶۱ درصد رسید و یهو بدون هشدار لپ تاپ خاموش میشد,1
"معمولن باتریها تو بازار ۶ ماه گارانتی دارند.
این باتری هم طبق همین قاعده دارای ۶ ماه گارانتی میباشد که در مشخصات فنی محصول قید شده است.",3
باتری به لپتاپ خسارت وارد کردبدلیل کیفیت پایین باتری احتمال ایجاد مشکل برای مادربرد لپتاپ بسیار بالاست,1
باتری آشغال,1
خوب بود,0
در اصل باید محصول رو مرجوع کرد   اما اینجا ایران هست و باید خودمون رو سازگار کنیم  چون هیچوقت قانون درستی نداره,1
خوبهههههههههه,3
کیفیت چاپش عالیه ولی چسبش خیلی بدجور بود یه تیکش نمیچسبه,2
پسرم دوس داشت خوب بود,0
بد نیستش     ,3
پاره بود برا من. حالا شاید شانسی بوده. کیفیت خود استیکر هم پایین بود ولی با این قیمت انتظارش رو داشتم.,2.25
"در بسته بندی مخصوص نگذاشته بودن و توی پاکت تحویل دادن
سایزش هم کوچیک تر از چیزی بود که نوشته بودن
خیلی هم بد برش زده بودن که جدا نمیشد
من خودم با قیچی جداش کردم",1
برچسب خرید مربوط به دیجی کالا دقیقا روی استیکر چسبونده شده بود و کلا استیکر رو خراب کرده بود!,3
یه استیکر خیلی کوچک و معمولی اصلا با این قیمت نمی ارزید,2
کیفیت چاپ خوبی داره,3
کیفیت خبی داشت,0
یه کم گرونه ,3
میتونست نسبت به قیمتش جالبتر باشه,1
خیلیییییییی زیبا بود ,0
دخترم دوست داشت تو آف خریدم,3
استیکرای لولو کلا عالین,0
استیکرای لولو کلا عالین,0
پسرم دوس داشت خوب بود,0
بد نیستش     ,3
پاره بود برا من. حالا شاید شانسی بوده. کیفیت خود استیکر هم پایین بود ولی با این قیمت انتظارش رو داشتم.,2.25
"در بسته بندی مخصوص نگذاشته بودن و توی پاکت تحویل دادن
سایزش هم کوچیک تر از چیزی بود که نوشته بودن
خیلی هم بد برش زده بودن که جدا نمیشد
من خودم با قیچی جداش کردم",1
برچسب خرید مربوط به دیجی کالا دقیقا روی استیکر چسبونده شده بود و کلا استیکر رو خراب کرده بود!,3
یه استیکر خیلی کوچک و معمولی اصلا با این قیمت نمی ارزید,2
کیفیت چاپ خوبی داره,3
کیفیت خبی داشت,0
یه کم گرونه ,3
میتونست نسبت به قیمتش جالبتر باشه,1
خیلیییییییی زیبا بود ,0
دخترم دوست داشت تو آف خریدم,3
کوچیک و گرون,1
معمولی و کوچیک,3
پيك عالي هستن,3
کیفیت پایین   یه تیکه بودن  استیکر از بکراند جدا نشده,2
طرح جالب وبامزه است,3
اگه زیر برچسب ها سایز هم بنویسید عالی میشه چون این خیلی بزرگ بود,3
خیلی خوبه و خیلی خوشگل,1
من خیلی خوشم نیومد چون تمیز برش نداده بودنش,3
کیفیت خوبی داره و خوب می چسبه فقط سایزش خیلی بزرگ نیست,0
خوبه. مطابق تصویر و با هولوگرام. ولی هنوز استفاده نکردم.,0
من این استیکر رو دو سال پیش خریده بودم ظرافت و زیبایی خاصی داشت و اینکه خود طرح گرگ بود بدون پس زمینه ولی الان انگار تموم کردن و دارن خودشون رو پس زمینه سفید چاپ میکنن که آشغاله,1
خوب بود برای لبتاپ,2
هدیه دادم ,3
کالا رو در موعد مقرر تحویل گرفتم، من از کالا با توجه به قیمت راضی بودم، به سایر خریداران هم پیشنهاد میشه، اگر حساس هستید مدل های گرونتر و جون دار تر رو خرید کنید. نظر برای کامنت میلیونی درج می شود,3
یک برچسب ساده,3
یه ساعت بعد کنده شد,1
کیفیت یعنی هیچ اصلا نخرید,1
سایز کوچکه و رنگ ها روشن نیستن,3
ابعادش واقعا خیلی کوچیکه و فکر میکردم بزرگتر باشه. ,1
بنده خریدم راضی هم بودم به دوستانی که تمایل خرید دارن پیشنهاد میکنم,3
چاپ خوب و با کیفیتی داره. ,0
با عکس داخل سایت متفاوت است و کیفیت بسیار پایینی دارد.,1
خوبه ,3
یکم ضعیف,2
به نظر من خوبه شبیه شارژر اصلیه قیمتشم نصبت به بازار مناسبه,1
به باتری آسیب می‌رساند.,2
از همین قبلا خریدم دوسال دوام داشت دوباره خریدم,3
کالا صحیح و سالم بود ولی اشتباه ارسال شده بود,3
دقیقا ۱۰ روز کار کردش,2
کار راه اندازه,3
اتصالی داشت متاسفانه,1
بی کیفیت، برای من دقیقا بعد از 7 ماه  سوخت.... از ( بلکا سیستم)  خریدم. ,1
اصل نیستن شارژ نمیکنه,3
خیلی جالبه به دستم نرسید !اما جای نظر دارم من اینو از بیرون ۴۰۰ خریدم تفاوتی احساس نکردم,3
"با توجه به اینکه لپ تاپ دل  Precision M 4700  دارم به شارژر 19.5 ولت و 9.23 آمپر نیاز داشتم که اصلا جایی این شاژر را پیدا نکردم و تنها جایی که اصلی آنرا داشت ، قیمت آن وحشتناک بود . این شارژر طبق مشخصات 19.5 ولت و 6.7 آمپر بود که توانی برابر 130 وات را تامین می کرد ( W = V * A ) و من نیاز به حداقل 180 وات داشتم . از آنجایی که به دلیل خراب شدن شارژر اصلی، با شارژر  لپ تاپ دیگری که فقط 65 وات بود کار کرده بودم و بجز طولانی شدن زمان شارژ مشکل دیگری نداشتم ،  گفنم با این شارژر هم که دوبرابر توان دارد مسلما مشکلی نخواهم داشت .پس از اینکه کالا را از دیجی تحویل گرفتم و به لپ تاپ وصل کردم در کمال تعجب دیدم که بیوس لپ تاپ ، توان شارژر جدید را  150 وات (20 وات بیشتر از آنچه در مشخصات بود) ذکر کرد . یعنی آمپراژ آن بجای 6.7 آمپر ، 7.7 آمپر بود و این به توان اصلی لپ تاپ من نزدیکتر بود . آنرا استفاده کردم و بسیار عالی حدود یک هفته است کار میکند . ( فقط بجای حدود دو ساعت تقریبا سه تا سه و نیم ساعت باتری را شارژ میکند)
 پیدا کردن این شارژر در دیجی باعث خوشحالی و رضایت بسیار زیاد من از این کالا شد .
با سپاس از دیجی کالا و پوزش از طولانی شدن نظر .",3
